"scientificName","genus","family","order","class","phylum","institutionCode","catalogNumber","basisOfRecord","day","month","year","recordedBy","identifiedBy","lifeStage","sex","locality","waterBody","waterBodyType","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferencedby","georeferenceProtocol","georeferenceSources","georeferenceRemarks","municipality","stateProvince","reference","gbifId","subcatchmentId"
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"6","1979","Alayon, C., Abreu, C.",,,,"San Antonio de los Baños",,"general freshwater",22.894555,-82.502248,"WGS84",1738,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"San Antonio de los Baños","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399683649
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1986","Naranjo, C.",,,,"El Tártaro",,"river",20.05389,-76.2827,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Granma","Naranjo, J.C. . 1986. Análisis ecologico-faunístico de los insectos anfibióticos del Parque Nacional Sierra Maestra. PhD Thesis. Univ. Est. Leningrado. ",,422879085
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","8","12","1994","Flint, O. S.","Flint, O. S.",,,"Rio Ariguanabo, Ojo de Agua, 4 km E","Ariguanabo river","river",22.909956,-82.486483,"WGS84",593,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"San Antonio de los Baños","Artemisa","Flint, O. 1996. The Odonata of Cuba, with a report on a recent collection and checklist of the cuban species. Cocuyo. 5: 17-20. http://www.bio-nica.info/Biblioteca/Cocuyo1996No5.pdf                                                                                                                                                                                                     ",,399676036
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1996","Ramos-Hernandez, J. M",,,,"Cayo Caguanes",,"pond",22.39385,-79.127638,"WGS84",301,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Yaguajay","Sancti Spíritus","Ramos-Hernandez J. M. 1999. List of the Odonata (Insecta; Odonata) from Cayo Caguanes and Cayo Palma, Sancti-Spiritus Province, Central Cuba. Argia. 11: 15-17.                                                                                                                                                                                                                                                           ",,422514230
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1996","Ramos-Hernandez, J. M",,,,"Cayo Palma",,"pond",22.389291,-79.103181,"WGS84",337,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Yaguajay","Sancti Spíritus","Ramos-Hernandez J. M. 1999. List of the Odonata (Insecta; Odonata) from Cayo Caguanes and Cayo Palma, Sancti-Spiritus Province, Central Cuba. Argia. 11: 15-17.                                                                                                                                                                                                                                                           ",,422515395
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_92","PreservedSpecimen","30","11","1998","Trapero",,"1 adult","1 female","Calle Habana",,"general freshwater",20.026437,-75.828301,"WGS84",590,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422883487
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_220","PreservedSpecimen","9","12","2002","Benitez",,"1 adult","1 male","Univerisidad de Oriente, Beca ( Quintero )",,"general freshwater",20.049444,-75.818044,"WGS84",119,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422880132
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","7","2","2004",,,,,"Laguna de Monte Iberia",,"pond",20.468816,-74.715094,"WGS84",70,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","Trapero-Quintana, A. , Torres-Cambas, Y. , Bello, O. ,  Naranjo-López, C. 2004. Annoted list of the Odonates in the Alexander Humboldt National Park, Guantánamo Province, Cuba. Argia. 16: 16-19.                                                                                                                                                                                                                                                           ",,422805643
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_367","PreservedSpecimen","5","5","2005","Y.Suarez",,"1 larva","1 female","La Pimienta(Gran Piedra)","Baconao river","river",19.991053,-75.503045,"WGS84",241,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422888437
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_433","PreservedSpecimen","21","10","2006","Leticia",,"1 adult","1 female","Santiago de Cuba, Quintero",,"general freshwater",20.048067,-75.812831,"WGS84",42,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422880133
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_518","PreservedSpecimen","24","11","2007","Trapero y Rivero",,"3 exuviae","2 males, 1 female","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_580","PreservedSpecimen","24","8","2007","Trapero y Reyes",,"1 exuvia","1 male","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_601","PreservedSpecimen","15","9","2007","Trapero",,"1 exuvia","1 female","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2007","Trapero-Quintana, A., Reyes-Tur, B., Mateu, J.",,,,"Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","Trapero-Quintana, A.,  Reyes-Tur, B. 2010. Patrones de emergencia de odonata en las  Cuabas, Santiago de Cuba. Boletin de la Sociedad Entomológica Aragonesa. 46: 273-280. http://sea-entomologia.org/Publicaciones/PDF/BOLN_46/273_280BSEA46EmergenciaOdonatosCuba.pdf                                                                                                                                                              ",,422878020
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_635","PreservedSpecimen","11","1","2008","Mateu",,"3 exuviae","2 males, 1 female","El Giro, Dos Palmas",,"general freshwater",20.115377,-76.035779,"WGS84",352,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","newly published in this work",,422867412
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_712","PreservedSpecimen","3","5","2008","Trapero",,"1 exuvia","1 male","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2011","Ramos-Hernandez, J. M","Ramos-Hernandez, J. M",,,"Sierra de las Damas",,"general freshwater",22.102514,-79.398094,"WGS84",734,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Cabaiguán","Sancti Spíritus","Ramos-Hernandez, J. M. 2012. The dragonflies (Insecta: Odonata) of Sierra Las Damas, Sancti Spíritus Province, Cuba. Argia. 24: 18. https://static1.squarespace.com/static/5bf443d3f8370a0c796d6447/t/5d7304355210ec699e1be7bf/1567818828765/Argia_2012_24_2.pdf                                                                                                                              ",,422554351
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","18","12","2017","Wayne Fidler",,,"female","Base Naval de Guantánamo",,"general freshwater",19.918147,-75.163044,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/9222572","https://www.gbif.org/occurrence/2397710616",422898080
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Odonata Central",,"HumanObservation","21","12","2017","Wayne Fidler",,,,"Base Naval de Guantánamo",,"general freshwater",19.91936,-75.14027,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.gbif.org/occurrence/3035018700","https://www.gbif.org/occurrence/3035018700",422897692
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","22","6","2017","Trapero-Quintana, A.,Y. Torres-Cambas, A. Rivas-Torres, S. Ferreira, A. Cordero-Rivera","A. Trapero-Quintana","adult",,"San Lázaro ",,"wetland",22.23586,-81.35775,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","Trapero-Quintana, A., Y. Torres-Cambas, A. Rivas-Torres, S. Ferreira, A. Cordero-Rivera. 2020. The Odonata of Zapata peninsula (Matanzas, Cuba), the largest wetland system of the Caribbean. Odonatologica. 49: 15-28. https://doi.org/10.5281/zenodo.3823323                                                                                                                                                                                                                    ",,399982875
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","19","11","2019","Wayne Fidler",,,,"Base Naval de Guantánamo",,"general freshwater",19.920049,-75.126104,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/37359251","https://www.gbif.org/occurrence/2550130943",422897884
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","26","11","2019","Wayne Fidler",,,"male","Base Naval de Guantánamo",,"general freshwater",19.920358,-75.128483,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/37328214","https://www.gbif.org/occurrence/2550126211",422897355
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","3","12","2019","Wayne Fidler",,,"male","Base Naval de Guantánamo",,"general freshwater",19.921269,-75.123234,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/38192304","https://www.gbif.org/occurrence/2573838683",422897356
"Anodocheilus exiguus (Aubé, 1838)","Anodocheilus","Dytiscidae ","Coleoptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_COL_33","MaterialCitation","31","7","2003","Y. S. Megna ","Y. S. Megna ",,,"Guanahacabibes. Caleta de los Piojos",,"pond",21.82898,-84.86757,"WGS84",1239,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","Suárez Megna, Y. 2014. La familia Dytiscidae (Coleoptera: Adephaga) en Cuba: taxonomía, distribución y conservación. Bachelor degree thesis. Universidad de Oriente. ",,400148986
"Anodocheilus exiguus (Aubé, 1838)","Anodocheilus","Dytiscidae ","Coleoptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_COL_44","MaterialCitation","24","1","2004","Y. S. Megna ","Y. S. Megna ",,,"Cuatro Caminos",,"river",20.13833,-75.59783,"WGS84",877,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","Suárez Megna, Y. 2014. La familia Dytiscidae (Coleoptera: Adephaga) en Cuba: taxonomía, distribución y conservación. Bachelor degree thesis. Universidad de Oriente. ",,422862618
"Anodocheilus exiguus (Aubé, 1838)","Anodocheilus","Dytiscidae ","Coleoptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_COL_52","MaterialCitation","25","11","2004","Y. S. Megna ","Y. S. Megna ",,,"Aeropuerto",,"pond",20.99032,-76.92481,"WGS84",332,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Las Tunas","Las Tunas","Suárez Megna, Y. 2014. La familia Dytiscidae (Coleoptera: Adephaga) en Cuba: taxonomía, distribución y conservación. Bachelor degree thesis. Universidad de Oriente. ",,422722493
